order_id,customer_id,order_date,total_amount,delivery_cost,date_created,date_updated
7384,169,"2025-09-04 00:00:00",36.74,10.00,"2025-09-04 00:00:00","2026-04-16 11:56:38"
7385,177,"2025-09-09 00:00:00",170.64,0.00,"2025-09-09 00:00:00","2026-04-16 11:56:38"
7386,161,"2025-05-27 00:00:00",161.05,0.00,"2025-05-27 00:00:00","2026-04-16 11:56:38"
7387,104,"2024-02-22 00:00:00",110.91,0.00,"2024-02-22 00:00:00","2026-04-16 11:56:38"
7388,221,"2024-12-11 00:00:00",163.52,0.00,"2024-12-11 00:00:00","2026-04-16 11:56:38"
7389,28,"2023-05-25 00:00:00",260.56,0.00,"2023-05-25 00:00:00","2026-04-16 11:56:38"
7390,295,"2025-11-15 00:00:00",6.72,25.00,"2025-11-15 00:00:00","2026-04-16 11:56:38"
7391,62,"2025-08-16 00:00:00",120.62,0.00,"2025-08-16 00:00:00","2026-04-16 11:56:38"
7392,258,"2025-12-28 00:00:00",92.76,0.00,"2025-12-28 00:00:00","2026-04-16 11:56:38"
7393,190,"2025-11-08 00:00:00",37.62,10.00,"2025-11-08 00:00:00","2026-04-16 11:56:38"
7394,251,"2026-03-23 00:00:00",289.68,0.00,"2026-03-23 00:00:00","2026-04-16 11:56:38"
7395,287,"2022-09-13 00:00:00",43.55,10.00,"2022-09-13 00:00:00","2026-04-16 11:56:38"
7396,274,"2022-07-02 00:00:00",100.85,0.00,"2022-07-02 00:00:00","2026-04-16 11:56:38"
7397,19,"2025-11-07 00:00:00",27.16,10.00,"2025-11-07 00:00:00","2026-04-16 11:56:38"
7398,133,"2025-12-22 00:00:00",29.50,10.00,"2025-12-22 00:00:00","2026-04-16 11:56:38"
7399,214,"2025-12-23 00:00:00",82.78,0.00,"2025-12-23 00:00:00","2026-04-16 11:56:38"
7400,261,"2024-05-12 00:00:00",181.14,0.00,"2024-05-12 00:00:00","2026-04-16 11:56:38"
7401,61,"2025-03-13 00:00:00",107.33,0.00,"2025-03-13 00:00:00","2026-04-16 11:56:38"
7402,46,"2026-03-10 00:00:00",138.50,0.00,"2026-03-10 00:00:00","2026-04-16 11:56:38"
7403,260,"2021-10-27 00:00:00",227.76,0.00,"2021-10-27 00:00:00","2026-04-16 11:56:38"
7404,44,"2026-03-31 00:00:00",13.25,25.00,"2026-03-31 00:00:00","2026-04-16 11:56:38"
7405,56,"2025-05-01 00:00:00",31.17,10.00,"2025-05-01 00:00:00","2026-04-16 11:56:38"
7406,280,"2025-04-13 00:00:00",121.47,0.00,"2025-04-13 00:00:00","2026-04-16 11:56:38"
7407,266,"2026-04-02 00:00:00",380.11,0.00,"2026-04-02 00:00:00","2026-04-16 11:56:38"
7408,195,"2025-01-19 00:00:00",33.62,10.00,"2025-01-19 00:00:00","2026-04-16 11:56:38"
7409,281,"2024-03-25 00:00:00",249.91,0.00,"2024-03-25 00:00:00","2026-04-16 11:56:38"
7410,148,"2022-08-30 00:00:00",46.81,10.00,"2022-08-30 00:00:00","2026-04-16 11:56:38"
7411,133,"2026-01-28 00:00:00",47.29,10.00,"2026-01-28 00:00:00","2026-04-16 11:56:38"
7412,214,"2022-01-23 00:00:00",82.12,0.00,"2022-01-23 00:00:00","2026-04-16 11:56:38"
7413,286,"2025-01-01 00:00:00",98.68,0.00,"2025-01-01 00:00:00","2026-04-16 11:56:38"
7414,289,"2024-09-17 00:00:00",258.21,0.00,"2024-09-17 00:00:00","2026-04-16 11:56:38"
7415,25,"2025-10-05 00:00:00",80.10,0.00,"2025-10-05 00:00:00","2026-04-16 11:56:38"
7416,253,"2024-11-29 00:00:00",134.44,0.00,"2024-11-29 00:00:00","2026-04-16 11:56:38"
7417,64,"2025-05-27 00:00:00",43.93,10.00,"2025-05-27 00:00:00","2026-04-16 11:56:38"
7418,272,"2024-06-19 00:00:00",201.27,0.00,"2024-06-19 00:00:00","2026-04-16 11:56:38"
7419,69,"2025-11-06 00:00:00",67.52,5.00,"2025-11-06 00:00:00","2026-04-16 11:56:38"
7420,233,"2025-05-30 00:00:00",70.72,5.00,"2025-05-30 00:00:00","2026-04-16 11:56:38"
7421,265,"2025-10-03 00:00:00",115.68,0.00,"2025-10-03 00:00:00","2026-04-16 11:56:38"
7422,82,"2025-02-13 00:00:00",126.73,0.00,"2025-02-13 00:00:00","2026-04-16 11:56:38"
7423,68,"2026-03-17 00:00:00",33.80,10.00,"2026-03-17 00:00:00","2026-04-16 11:56:38"
7424,291,"2026-01-07 00:00:00",188.25,0.00,"2026-01-07 00:00:00","2026-04-16 11:56:38"
7425,229,"2026-04-06 00:00:00",210.81,0.00,"2026-04-06 00:00:00","2026-04-16 11:56:38"
7426,17,"2024-11-06 00:00:00",72.61,5.00,"2024-11-06 00:00:00","2026-04-16 11:56:38"
7427,230,"2023-11-28 00:00:00",45.45,10.00,"2023-11-28 00:00:00","2026-04-16 11:56:38"
7428,56,"2023-03-28 00:00:00",131.54,0.00,"2023-03-28 00:00:00","2026-04-16 11:56:38"
7429,85,"2025-11-02 00:00:00",27.10,10.00,"2025-11-02 00:00:00","2026-04-16 11:56:38"
7430,171,"2023-04-13 00:00:00",131.08,0.00,"2023-04-13 00:00:00","2026-04-16 11:56:38"
7431,25,"2025-08-12 00:00:00",39.51,10.00,"2025-08-12 00:00:00","2026-04-16 11:56:38"
7432,59,"2025-09-13 00:00:00",48.52,10.00,"2025-09-13 00:00:00","2026-04-16 11:56:38"
7433,43,"2025-01-19 00:00:00",165.67,0.00,"2025-01-19 00:00:00","2026-04-16 11:56:38"
7434,83,"2025-11-08 00:00:00",36.65,10.00,"2025-11-08 00:00:00","2026-04-16 11:56:38"
7435,86,"2024-03-26 00:00:00",97.17,0.00,"2024-03-26 00:00:00","2026-04-16 11:56:38"
7436,13,"2025-06-09 00:00:00",90.91,0.00,"2025-06-09 00:00:00","2026-04-16 11:56:38"
7437,157,"2021-01-21 00:00:00",98.72,0.00,"2021-01-21 00:00:00","2026-04-16 11:56:38"
7438,153,"2021-10-19 00:00:00",160.40,0.00,"2021-10-19 00:00:00","2026-04-16 11:56:38"
7439,96,"2025-03-29 00:00:00",166.48,0.00,"2025-03-29 00:00:00","2026-04-16 11:56:38"
7440,157,"2021-06-14 00:00:00",67.73,5.00,"2021-06-14 00:00:00","2026-04-16 11:56:38"
7441,52,"2025-04-21 00:00:00",282.24,0.00,"2025-04-21 00:00:00","2026-04-16 11:56:38"
7442,207,"2026-03-14 00:00:00",84.11,0.00,"2026-03-14 00:00:00","2026-04-16 11:56:38"
7443,96,"2025-03-03 00:00:00",101.80,0.00,"2025-03-03 00:00:00","2026-04-16 11:56:38"
7444,69,"2024-03-28 00:00:00",8.24,25.00,"2024-03-28 00:00:00","2026-04-16 11:56:38"
7445,58,"2025-11-29 00:00:00",73.01,5.00,"2025-11-29 00:00:00","2026-04-16 11:56:38"
7446,119,"2026-03-05 00:00:00",4.21,25.00,"2026-03-05 00:00:00","2026-04-16 11:56:38"
7447,10,"2024-07-04 00:00:00",23.12,25.00,"2024-07-04 00:00:00","2026-04-16 11:56:38"
7448,67,"2024-10-16 00:00:00",69.58,5.00,"2024-10-16 00:00:00","2026-04-16 11:56:38"
7449,278,"2025-11-22 00:00:00",212.34,0.00,"2025-11-22 00:00:00","2026-04-16 11:56:38"
7450,246,"2022-09-19 00:00:00",12.84,25.00,"2022-09-19 00:00:00","2026-04-16 11:56:38"
7451,181,"2025-06-13 00:00:00",201.81,0.00,"2025-06-13 00:00:00","2026-04-16 11:56:38"
7452,222,"2023-08-18 00:00:00",104.21,0.00,"2023-08-18 00:00:00","2026-04-16 11:56:38"
7453,63,"2022-07-10 00:00:00",100.82,0.00,"2022-07-10 00:00:00","2026-04-16 11:56:38"
7454,92,"2025-12-24 00:00:00",110.23,0.00,"2025-12-24 00:00:00","2026-04-16 11:56:38"
7455,89,"2022-11-29 00:00:00",2.36,25.00,"2022-11-29 00:00:00","2026-04-16 11:56:38"
7456,14,"2022-10-31 00:00:00",65.69,5.00,"2022-10-31 00:00:00","2026-04-16 11:56:38"
7457,15,"2023-11-09 00:00:00",111.04,0.00,"2023-11-09 00:00:00","2026-04-16 11:56:38"
7458,296,"2024-06-25 00:00:00",28.80,10.00,"2024-06-25 00:00:00","2026-04-16 11:56:38"
7459,202,"2026-04-09 00:00:00",125.81,0.00,"2026-04-09 00:00:00","2026-04-16 11:56:38"
7460,267,"2025-03-30 00:00:00",171.55,0.00,"2025-03-30 00:00:00","2026-04-16 11:56:38"
7461,250,"2022-10-02 00:00:00",178.03,0.00,"2022-10-02 00:00:00","2026-04-16 11:56:38"
7462,250,"2022-01-21 00:00:00",411.12,0.00,"2022-01-21 00:00:00","2026-04-16 11:56:38"
7463,188,"2026-03-02 00:00:00",136.33,0.00,"2026-03-02 00:00:00","2026-04-16 11:56:38"
7464,289,"2025-08-07 00:00:00",98.56,0.00,"2025-08-07 00:00:00","2026-04-16 11:56:38"
7465,45,"2022-11-18 00:00:00",62.29,5.00,"2022-11-18 00:00:00","2026-04-16 11:56:38"
7466,230,"2023-02-21 00:00:00",182.62,0.00,"2023-02-21 00:00:00","2026-04-16 11:56:38"
7467,24,"2022-12-11 00:00:00",100.64,0.00,"2022-12-11 00:00:00","2026-04-16 11:56:38"
7468,42,"2024-07-07 00:00:00",27.88,10.00,"2024-07-07 00:00:00","2026-04-16 11:56:38"
7469,213,"2025-10-27 00:00:00",327.81,0.00,"2025-10-27 00:00:00","2026-04-16 11:56:38"
7470,186,"2026-04-09 00:00:00",15.74,25.00,"2026-04-09 00:00:00","2026-04-16 11:56:38"
7471,227,"2026-03-22 00:00:00",19.11,25.00,"2026-03-22 00:00:00","2026-04-16 11:56:38"
7472,34,"2026-01-06 00:00:00",71.21,5.00,"2026-01-06 00:00:00","2026-04-16 11:56:38"
7473,106,"2021-12-28 00:00:00",64.41,5.00,"2021-12-28 00:00:00","2026-04-16 11:56:38"
7474,233,"2025-05-21 00:00:00",123.91,0.00,"2025-05-21 00:00:00","2026-04-16 11:56:38"
7475,137,"2026-03-26 00:00:00",195.35,0.00,"2026-03-26 00:00:00","2026-04-16 11:56:38"
7476,149,"2026-02-20 00:00:00",149.75,0.00,"2026-02-20 00:00:00","2026-04-16 11:56:38"
7477,270,"2022-09-21 00:00:00",19.76,25.00,"2022-09-21 00:00:00","2026-04-16 11:56:38"
7478,261,"2024-05-19 00:00:00",174.59,0.00,"2024-05-19 00:00:00","2026-04-16 11:56:38"
7479,80,"2024-10-10 00:00:00",135.31,0.00,"2024-10-10 00:00:00","2026-04-16 11:56:38"
7480,38,"2025-11-07 00:00:00",195.87,0.00,"2025-11-07 00:00:00","2026-04-16 11:56:38"
7481,250,"2022-10-04 00:00:00",118.26,0.00,"2022-10-04 00:00:00","2026-04-16 11:56:38"
7482,107,"2026-03-27 00:00:00",149.45,0.00,"2026-03-27 00:00:00","2026-04-16 11:56:38"
7483,259,"2026-03-01 00:00:00",5.14,25.00,"2026-03-01 00:00:00","2026-04-16 11:56:38"
7484,83,"2026-01-04 00:00:00",51.38,5.00,"2026-01-04 00:00:00","2026-04-16 11:56:38"
7485,87,"2026-04-14 00:00:00",124.66,0.00,"2026-04-14 00:00:00","2026-04-16 11:56:38"
7486,6,"2025-02-25 00:00:00",131.51,0.00,"2025-02-25 00:00:00","2026-04-16 11:56:38"
7487,272,"2025-10-11 00:00:00",178.94,0.00,"2025-10-11 00:00:00","2026-04-16 11:56:38"
7488,241,"2025-09-09 00:00:00",95.68,0.00,"2025-09-09 00:00:00","2026-04-16 11:56:38"
7489,168,"2024-06-05 00:00:00",29.49,10.00,"2024-06-05 00:00:00","2026-04-16 11:56:38"
7490,197,"2024-10-13 00:00:00",63.52,5.00,"2024-10-13 00:00:00","2026-04-16 11:56:38"
7491,53,"2025-11-13 00:00:00",43.53,10.00,"2025-11-13 00:00:00","2026-04-16 11:56:38"
7492,99,"2026-01-30 00:00:00",293.28,0.00,"2026-01-30 00:00:00","2026-04-16 11:56:38"
7493,146,"2021-12-13 00:00:00",195.10,0.00,"2021-12-13 00:00:00","2026-04-16 11:56:38"
7494,249,"2025-03-05 00:00:00",166.51,0.00,"2025-03-05 00:00:00","2026-04-16 11:56:38"
7495,3,"2023-07-21 00:00:00",161.88,0.00,"2023-07-21 00:00:00","2026-04-16 11:56:38"
7496,80,"2025-05-04 00:00:00",430.32,0.00,"2025-05-04 00:00:00","2026-04-16 11:56:38"
7497,111,"2026-01-30 00:00:00",249.96,0.00,"2026-01-30 00:00:00","2026-04-16 11:56:38"
7498,202,"2024-04-21 00:00:00",137.37,0.00,"2024-04-21 00:00:00","2026-04-16 11:56:38"
7499,13,"2025-01-31 00:00:00",319.70,0.00,"2025-01-31 00:00:00","2026-04-16 11:56:38"
7500,249,"2025-03-09 00:00:00",106.10,0.00,"2025-03-09 00:00:00","2026-04-16 11:56:38"
7501,1,"2024-11-10 00:00:00",187.74,0.00,"2024-11-10 00:00:00","2026-04-16 11:56:38"
7502,258,"2025-12-16 00:00:00",278.29,0.00,"2025-12-16 00:00:00","2026-04-16 11:56:38"
7503,146,"2026-02-07 00:00:00",137.45,0.00,"2026-02-07 00:00:00","2026-04-16 11:56:38"
7504,139,"2022-12-13 00:00:00",312.79,0.00,"2022-12-13 00:00:00","2026-04-16 11:56:38"
7505,292,"2025-09-30 00:00:00",24.68,25.00,"2025-09-30 00:00:00","2026-04-16 11:56:38"
7506,40,"2026-02-28 00:00:00",330.26,0.00,"2026-02-28 00:00:00","2026-04-16 11:56:38"
7507,139,"2023-12-22 00:00:00",43.53,10.00,"2023-12-22 00:00:00","2026-04-16 11:56:38"
7508,245,"2025-09-04 00:00:00",120.34,0.00,"2025-09-04 00:00:00","2026-04-16 11:56:38"
7509,283,"2021-06-21 00:00:00",236.49,0.00,"2021-06-21 00:00:00","2026-04-16 11:56:38"
7510,209,"2025-07-01 00:00:00",111.42,0.00,"2025-07-01 00:00:00","2026-04-16 11:56:38"
7511,207,"2025-08-24 00:00:00",229.74,0.00,"2025-08-24 00:00:00","2026-04-16 11:56:38"
7512,250,"2022-11-18 00:00:00",368.41,0.00,"2022-11-18 00:00:00","2026-04-16 11:56:38"
7513,178,"2023-11-18 00:00:00",188.52,0.00,"2023-11-18 00:00:00","2026-04-16 11:56:38"
7514,233,"2025-07-05 00:00:00",140.78,0.00,"2025-07-05 00:00:00","2026-04-16 11:56:38"
7515,152,"2023-06-08 00:00:00",66.02,5.00,"2023-06-08 00:00:00","2026-04-16 11:56:38"
7516,255,"2021-08-15 00:00:00",250.92,0.00,"2021-08-15 00:00:00","2026-04-16 11:56:38"
7517,275,"2022-06-07 00:00:00",100.04,0.00,"2022-06-07 00:00:00","2026-04-16 11:56:38"
7518,42,"2026-04-14 00:00:00",93.30,0.00,"2026-04-14 00:00:00","2026-04-16 11:56:38"
7519,289,"2026-03-03 00:00:00",216.19,0.00,"2026-03-03 00:00:00","2026-04-16 11:56:38"
7520,24,"2022-10-25 00:00:00",136.19,0.00,"2022-10-25 00:00:00","2026-04-16 11:56:38"
7521,86,"2026-03-10 00:00:00",95.53,0.00,"2026-03-10 00:00:00","2026-04-16 11:56:38"
7522,205,"2024-01-21 00:00:00",231.33,0.00,"2024-01-21 00:00:00","2026-04-16 11:56:38"
7523,67,"2025-05-16 00:00:00",126.51,0.00,"2025-05-16 00:00:00","2026-04-16 11:56:38"
7524,249,"2025-05-05 00:00:00",103.28,0.00,"2025-05-05 00:00:00","2026-04-16 11:56:38"
7525,171,"2023-02-18 00:00:00",210.07,0.00,"2023-02-18 00:00:00","2026-04-16 11:56:38"
7526,166,"2021-12-18 00:00:00",143.55,0.00,"2021-12-18 00:00:00","2026-04-16 11:56:38"
7527,21,"2025-05-26 00:00:00",197.99,0.00,"2025-05-26 00:00:00","2026-04-16 11:56:38"
7528,2,"2023-09-03 00:00:00",234.40,0.00,"2023-09-03 00:00:00","2026-04-16 11:56:38"
7529,296,"2025-09-17 00:00:00",167.11,0.00,"2025-09-17 00:00:00","2026-04-16 11:56:38"
7530,29,"2024-07-05 00:00:00",19.64,25.00,"2024-07-05 00:00:00","2026-04-16 11:56:38"
7531,57,"2024-08-14 00:00:00",62.99,5.00,"2024-08-14 00:00:00","2026-04-16 11:56:38"
7532,228,"2025-10-16 00:00:00",30.30,10.00,"2025-10-16 00:00:00","2026-04-16 11:56:38"
7533,242,"2021-08-10 00:00:00",184.55,0.00,"2021-08-10 00:00:00","2026-04-16 11:56:38"
7534,128,"2023-07-26 00:00:00",305.75,0.00,"2023-07-26 00:00:00","2026-04-16 11:56:38"
7535,251,"2026-04-07 00:00:00",38.40,10.00,"2026-04-07 00:00:00","2026-04-16 11:56:38"
7536,41,"2026-02-03 00:00:00",160.60,0.00,"2026-02-03 00:00:00","2026-04-16 11:56:38"
7537,229,"2026-04-13 00:00:00",239.46,0.00,"2026-04-13 00:00:00","2026-04-16 11:56:38"
7538,104,"2025-11-24 00:00:00",72.56,5.00,"2025-11-24 00:00:00","2026-04-16 11:56:38"
7539,254,"2026-03-22 00:00:00",183.17,0.00,"2026-03-22 00:00:00","2026-04-16 11:56:38"
7540,265,"2025-04-17 00:00:00",416.52,0.00,"2025-04-17 00:00:00","2026-04-16 11:56:38"
7541,67,"2023-05-05 00:00:00",194.08,0.00,"2023-05-05 00:00:00","2026-04-16 11:56:38"
7542,290,"2022-01-23 00:00:00",18.99,25.00,"2022-01-23 00:00:00","2026-04-16 11:56:38"
7543,123,"2025-11-26 00:00:00",136.07,0.00,"2025-11-26 00:00:00","2026-04-16 11:56:38"
7544,20,"2021-05-15 00:00:00",9.00,25.00,"2021-05-15 00:00:00","2026-04-16 11:56:38"
7545,111,"2026-03-12 00:00:00",309.91,0.00,"2026-03-12 00:00:00","2026-04-16 11:56:38"
7546,265,"2025-06-06 00:00:00",47.63,10.00,"2025-06-06 00:00:00","2026-04-16 11:56:38"
7547,295,"2026-02-28 00:00:00",169.14,0.00,"2026-02-28 00:00:00","2026-04-16 11:56:38"
7548,93,"2024-11-30 00:00:00",273.61,0.00,"2024-11-30 00:00:00","2026-04-16 11:56:38"
7549,133,"2023-01-04 00:00:00",6.55,25.00,"2023-01-04 00:00:00","2026-04-16 11:56:38"
7550,2,"2025-08-09 00:00:00",232.37,0.00,"2025-08-09 00:00:00","2026-04-16 11:56:38"
7551,188,"2025-10-17 00:00:00",8.91,25.00,"2025-10-17 00:00:00","2026-04-16 11:56:38"
7552,43,"2022-06-05 00:00:00",55.02,5.00,"2022-06-05 00:00:00","2026-04-16 11:56:38"
7553,131,"2025-04-01 00:00:00",77.59,0.00,"2025-04-01 00:00:00","2026-04-16 11:56:38"
7554,53,"2026-02-08 00:00:00",152.31,0.00,"2026-02-08 00:00:00","2026-04-16 11:56:38"
7555,171,"2025-03-07 00:00:00",201.69,0.00,"2025-03-07 00:00:00","2026-04-16 11:56:38"
7556,158,"2023-10-06 00:00:00",86.00,0.00,"2023-10-06 00:00:00","2026-04-16 11:56:38"
7557,134,"2025-08-07 00:00:00",153.25,0.00,"2025-08-07 00:00:00","2026-04-16 11:56:38"
7558,151,"2023-12-08 00:00:00",79.46,0.00,"2023-12-08 00:00:00","2026-04-16 11:56:38"
7559,165,"2025-10-09 00:00:00",228.76,0.00,"2025-10-09 00:00:00","2026-04-16 11:56:38"
7560,210,"2024-05-30 00:00:00",43.92,10.00,"2024-05-30 00:00:00","2026-04-16 11:56:38"
7561,243,"2025-03-03 00:00:00",206.66,0.00,"2025-03-03 00:00:00","2026-04-16 11:56:38"
7562,222,"2022-07-14 00:00:00",90.94,0.00,"2022-07-14 00:00:00","2026-04-16 11:56:38"
7563,62,"2025-04-29 00:00:00",147.58,0.00,"2025-04-29 00:00:00","2026-04-16 11:56:38"
7564,154,"2025-03-18 00:00:00",178.96,0.00,"2025-03-18 00:00:00","2026-04-16 11:56:38"
7565,150,"2026-03-31 00:00:00",94.47,0.00,"2026-03-31 00:00:00","2026-04-16 11:56:38"
7566,16,"2026-04-15 00:00:00",107.14,0.00,"2026-04-15 00:00:00","2026-04-16 11:56:38"
7567,104,"2024-03-15 00:00:00",159.38,0.00,"2024-03-15 00:00:00","2026-04-16 11:56:38"
7568,230,"2024-06-22 00:00:00",94.21,0.00,"2024-06-22 00:00:00","2026-04-16 11:56:38"
7569,253,"2022-07-10 00:00:00",56.33,5.00,"2022-07-10 00:00:00","2026-04-16 11:56:38"
7570,110,"2026-03-19 00:00:00",34.06,10.00,"2026-03-19 00:00:00","2026-04-16 11:56:38"
7571,102,"2025-11-08 00:00:00",158.60,0.00,"2025-11-08 00:00:00","2026-04-16 11:56:38"
7572,118,"2021-09-05 00:00:00",40.35,10.00,"2021-09-05 00:00:00","2026-04-16 11:56:38"
7573,164,"2026-03-21 00:00:00",160.25,0.00,"2026-03-21 00:00:00","2026-04-16 11:56:38"
7574,43,"2024-05-29 00:00:00",15.12,25.00,"2024-05-29 00:00:00","2026-04-16 11:56:38"
7575,248,"2021-07-13 00:00:00",36.37,10.00,"2021-07-13 00:00:00","2026-04-16 11:56:38"
7576,205,"2023-12-29 00:00:00",246.44,0.00,"2023-12-29 00:00:00","2026-04-16 11:56:38"
7577,20,"2021-09-13 00:00:00",65.46,5.00,"2021-09-13 00:00:00","2026-04-16 11:56:38"
7578,16,"2026-04-08 00:00:00",233.44,0.00,"2026-04-08 00:00:00","2026-04-16 11:56:38"
7579,298,"2025-07-05 00:00:00",113.70,0.00,"2025-07-05 00:00:00","2026-04-16 11:56:38"
7580,197,"2025-10-30 00:00:00",96.76,0.00,"2025-10-30 00:00:00","2026-04-16 11:56:38"
7581,1,"2025-06-10 00:00:00",292.51,0.00,"2025-06-10 00:00:00","2026-04-16 11:56:38"
7582,98,"2020-11-04 00:00:00",225.44,0.00,"2020-11-04 00:00:00","2026-04-16 11:56:38"
7583,271,"2022-11-27 00:00:00",112.29,0.00,"2022-11-27 00:00:00","2026-04-16 11:56:38"
7584,225,"2026-03-24 00:00:00",81.83,0.00,"2026-03-24 00:00:00","2026-04-16 11:56:38"
7585,114,"2021-07-30 00:00:00",87.32,0.00,"2021-07-30 00:00:00","2026-04-16 11:56:38"
7586,144,"2020-05-31 00:00:00",209.51,0.00,"2020-05-31 00:00:00","2026-04-16 11:56:38"
7587,60,"2025-08-14 00:00:00",43.76,10.00,"2025-08-14 00:00:00","2026-04-16 11:56:38"
7588,190,"2025-10-23 00:00:00",99.90,0.00,"2025-10-23 00:00:00","2026-04-16 11:56:38"
7589,56,"2026-02-24 00:00:00",158.04,0.00,"2026-02-24 00:00:00","2026-04-16 11:56:38"
7590,77,"2024-11-05 00:00:00",158.91,0.00,"2024-11-05 00:00:00","2026-04-16 11:56:38"
7591,197,"2025-08-15 00:00:00",138.58,0.00,"2025-08-15 00:00:00","2026-04-16 11:56:38"
7592,32,"2023-10-31 00:00:00",49.95,10.00,"2023-10-31 00:00:00","2026-04-16 11:56:38"
7593,23,"2024-08-25 00:00:00",405.75,0.00,"2024-08-25 00:00:00","2026-04-16 11:56:38"
7594,158,"2024-05-01 00:00:00",317.68,0.00,"2024-05-01 00:00:00","2026-04-16 11:56:38"
7595,90,"2025-10-28 00:00:00",186.60,0.00,"2025-10-28 00:00:00","2026-04-16 11:56:38"
7596,79,"2025-11-12 00:00:00",28.48,10.00,"2025-11-12 00:00:00","2026-04-16 11:56:38"
7597,64,"2025-08-05 00:00:00",237.04,0.00,"2025-08-05 00:00:00","2026-04-16 11:56:38"
7598,158,"2024-11-11 00:00:00",146.04,0.00,"2024-11-11 00:00:00","2026-04-16 11:56:38"
7599,180,"2024-12-27 00:00:00",37.71,10.00,"2024-12-27 00:00:00","2026-04-16 11:56:38"
7600,211,"2024-11-01 00:00:00",134.06,0.00,"2024-11-01 00:00:00","2026-04-16 11:56:38"
7601,39,"2020-10-27 00:00:00",152.17,0.00,"2020-10-27 00:00:00","2026-04-16 11:56:38"
7602,9,"2024-01-17 00:00:00",193.27,0.00,"2024-01-17 00:00:00","2026-04-16 11:56:38"
7603,32,"2023-08-16 00:00:00",111.37,0.00,"2023-08-16 00:00:00","2026-04-16 11:56:38"
7604,231,"2020-11-23 00:00:00",275.07,0.00,"2020-11-23 00:00:00","2026-04-16 11:56:38"
7605,209,"2025-05-30 00:00:00",430.92,0.00,"2025-05-30 00:00:00","2026-04-16 11:56:38"
7606,167,"2023-12-27 00:00:00",53.28,5.00,"2023-12-27 00:00:00","2026-04-16 11:56:38"
7607,97,"2024-08-26 00:00:00",121.82,0.00,"2024-08-26 00:00:00","2026-04-16 11:56:38"
7608,107,"2026-02-16 00:00:00",90.96,0.00,"2026-02-16 00:00:00","2026-04-16 11:56:38"
7609,281,"2025-11-22 00:00:00",131.03,0.00,"2025-11-22 00:00:00","2026-04-16 11:56:38"
7610,146,"2025-11-08 00:00:00",119.92,0.00,"2025-11-08 00:00:00","2026-04-16 11:56:38"
7611,101,"2022-08-04 00:00:00",173.24,0.00,"2022-08-04 00:00:00","2026-04-16 11:56:38"
7612,87,"2026-04-11 00:00:00",49.88,10.00,"2026-04-11 00:00:00","2026-04-16 11:56:38"
7613,226,"2023-11-18 00:00:00",167.04,0.00,"2023-11-18 00:00:00","2026-04-16 11:56:38"
7614,262,"2024-07-03 00:00:00",91.06,0.00,"2024-07-03 00:00:00","2026-04-16 11:56:38"
7615,32,"2023-08-08 00:00:00",130.40,0.00,"2023-08-08 00:00:00","2026-04-16 11:56:38"
7616,45,"2023-06-21 00:00:00",92.54,0.00,"2023-06-21 00:00:00","2026-04-16 11:56:38"
7617,117,"2025-09-20 00:00:00",361.88,0.00,"2025-09-20 00:00:00","2026-04-16 11:56:38"
7618,6,"2024-05-27 00:00:00",98.67,0.00,"2024-05-27 00:00:00","2026-04-16 11:56:38"
7619,101,"2024-08-18 00:00:00",99.97,0.00,"2024-08-18 00:00:00","2026-04-16 11:56:38"
7620,165,"2026-04-06 00:00:00",25.04,10.00,"2026-04-06 00:00:00","2026-04-16 11:56:38"
7621,77,"2024-11-29 00:00:00",14.00,25.00,"2024-11-29 00:00:00","2026-04-16 11:56:38"
7622,234,"2025-03-23 00:00:00",217.65,0.00,"2025-03-23 00:00:00","2026-04-16 11:56:38"
7623,258,"2025-07-20 00:00:00",48.88,10.00,"2025-07-20 00:00:00","2026-04-16 11:56:38"
7624,97,"2025-11-11 00:00:00",312.11,0.00,"2025-11-11 00:00:00","2026-04-16 11:56:38"
7625,153,"2021-10-17 00:00:00",88.49,0.00,"2021-10-17 00:00:00","2026-04-16 11:56:38"
7626,66,"2023-06-16 00:00:00",303.08,0.00,"2023-06-16 00:00:00","2026-04-16 11:56:38"
7627,159,"2025-08-22 00:00:00",23.76,25.00,"2025-08-22 00:00:00","2026-04-16 11:56:38"
7628,105,"2022-12-11 00:00:00",41.40,10.00,"2022-12-11 00:00:00","2026-04-16 11:56:38"
7629,244,"2025-05-01 00:00:00",44.57,10.00,"2025-05-01 00:00:00","2026-04-16 11:56:38"
7630,291,"2024-12-05 00:00:00",109.01,0.00,"2024-12-05 00:00:00","2026-04-16 11:56:38"
7631,206,"2026-02-03 00:00:00",230.96,0.00,"2026-02-03 00:00:00","2026-04-16 11:56:38"
7632,273,"2022-11-10 00:00:00",125.24,0.00,"2022-11-10 00:00:00","2026-04-16 11:56:38"
7633,193,"2026-03-06 00:00:00",113.67,0.00,"2026-03-06 00:00:00","2026-04-16 11:56:38"
7634,170,"2022-12-20 00:00:00",177.87,0.00,"2022-12-20 00:00:00","2026-04-16 11:56:38"
7635,180,"2025-02-19 00:00:00",239.07,0.00,"2025-02-19 00:00:00","2026-04-16 11:56:38"
7636,25,"2024-12-16 00:00:00",42.45,10.00,"2024-12-16 00:00:00","2026-04-16 11:56:38"
